tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
withdrawing from the medicine i tried to convince myself i did not need,0.506,0.713,0.554,0.661,0.627,0.628,0.589,13,0.0,0.0,1
not wanting to have kids because why bring kids into this shitty world being afraid that they will be depressed too,0.383,0.627,0.526,0.465,0.423,0.474,0.552,21,-0.6,0.9,1
being treated unfairly just because i had the courage to talk about my at work,0.621,0.779,0.687,0.567,0.512,0.586,0.646,15,-0.5,1.0,1
not wanting to have kids because i feel inadequate to the task of being a parent,0.419,0.652,0.492,0.561,0.463,0.413,0.566,16,0.0,0.0,1
a pajama day every day all day,1,0.95,0.637,0.854,1,0.711,0.545,7,0.0,0.0,1
having a harder time expressing my feelings and my thoughts because i feel invalidated as a person,0.373,0.501,0.595,0.537,0.388,0.507,0.493,17,-0.1,0.0,1
the great thing about is that it can be used for almost anything from to sharing your,0.848,0.758,0.761,0.783,0.832,0.434,0.725,17,0.8,0.75,1
me just me depression does not have a look,0.513,0.499,0.646,0.449,0.564,0.642,0.693,9,0.0,0.0,1
embarrassment for being depressed for being embarrassed for being depressed for being,0.549,0.553,0.652,0.621,0.396,0.531,0.67,12,0.0,0.0,1
am holding it together on the outside but inside my irrational thoughts threaten to ruin everything,0.445,0.599,0.546,0.44,0.386,0.711,0.489,16,0.0,0.05,1
a pane of glass i can see the world and the world sees me but it is faded inaudible fake blank surreal muted,0.673,0.723,0.757,0.725,0.801,0.805,0.753,23,-0.08333333333333333,0.6666666666666666,1
any expression or no expression every situation chronic and severe and never glamorous or a choice,0.539,0.505,0.421,0.483,0.483,0.538,0.663,16,0.0,0.0,1
having a good time with friends but still feeling like i can cry an ocean,0.569,0.698,0.666,0.757,0.63,0.684,0.7,15,0.7,0.6000000000000001,1
a black dog,0.819,0.868,0.877,0.906,0.797,0.845,0.895,3,-0.16666666666666666,0.43333333333333335,1
a lazy bum but i am not a lazy person by nature my libido is completely nonexistent i have no ambition,0.604,0.601,0.771,0.632,0.753,0.737,0.679,21,-0.008333333333333331,0.7999999999999999,1
losing interests in things i cared about not feeling excitement and hoping each day ends so i can sleep it off,0.417,0.698,0.516,0.577,0.501,0.524,0.601,21,0.0,0.0,1
a world that is dull grey 2d and surreal i wanted to dissociate months ago have never regretted a wish so much,0.597,0.665,0.664,0.619,0.623,0.606,0.739,22,0.027083333333333334,0.45,1
being lazy because body pain and lack of energy makes it hard to do anything,0.488,0.621,0.681,0.553,0.559,0.598,0.752,15,-0.27083333333333337,0.7708333333333333,1
do not wanna go home,0.477,0.656,0.52,0.548,0.517,0.605,0.53,5,0.0,0.0,1
me laughing and smiling in front of people and crying myself to sleep at night,0.599,0.778,0.476,0.731,0.642,0.697,0.825,15,-0.2,0.6,1
a liter of ice cream finished,0.881,0.908,0.83,0.879,0.943,0.887,0.767,6,0.0,0.0,1
as a crisis between a laugh with my family or friends,0.651,0.739,0.507,0.795,0.814,0.768,0.856,11,0.3,0.1,1
cause would rather put a mask on than let people in to see how vulnerable or broken i am,0.429,0.614,0.527,0.443,0.476,0.553,0.537,19,-0.45,0.45,1
i am fine and nothing bothers me even though i can barely make it through the day,0.699,0.524,0.548,0.366,0.744,0.694,0.63,17,0.23333333333333334,0.3,1
as a imaginary illness,0.588,0.668,0.638,0.671,0.64,0.706,0.791,4,0.0,0.0,1
fights the stigma that depression looks one way,0.586,0.693,0.669,0.719,0.548,0.609,0.677,8,0.0,0.0,1
who needs breakfast when you got this much eat,0.874,0.9,0.884,0.859,0.786,0.723,0.819,9,0.2,0.2,1
not leaving my home for three years constantly waging war against my own self to stay alive every moment,0.824,0.909,0.593,0.737,0.716,0.764,0.67,19,0.2333333333333333,0.5777777777777778,1
perfectly normal smiling skin suit with a person who has not been able to connect to their emotions for a yr inside it,0.756,0.748,0.769,0.791,0.896,0.843,0.723,23,0.325,0.6375,1
not wanting people to talk to you because you feel like an uninteresting person incapable of holding conversations,0.311,0.609,0.547,0.581,0.555,0.546,0.572,18,0.0,0.0,1
not being allowed to treat myself legally or otherwise and that is,0.531,0.592,0.547,0.538,0.583,0.655,0.552,12,0.2,0.2,1
the pit from dark knight rises deeper you go sadness closes in hope becomes more hopeless,0.725,0.775,0.535,0.652,0.503,0.702,0.785,16,0.175,0.45,1
everything reminds me home but still being the last place i rather be,0.738,0.811,0.605,0.748,0.629,0.705,0.599,13,0.0,0.06666666666666667,1
second guessing and being afraid of my own emotions,0.5,0.58,0.598,0.651,0.437,0.681,0.542,9,0.0,0.6333333333333333,1
wanting to cry but no tears come out so i stare blankly while my heart breaks due to not being good enough,0.301,0.61,0.552,0.577,0.432,0.447,0.558,22,0.14375,0.36875,1
as a pill,0.942,0.864,0.88,0.933,0.991,0.958,0.867,3,0.0,0.0,1
seeking vices shrouded as an attempt to enjoy my life when am trying to destroy myself,0.591,0.825,0.597,0.747,0.523,0.688,0.72,16,0.1,0.25,1
a dark cloud following me and only i can see it i just want to see the sunshine,0.737,0.809,0.815,0.812,0.774,0.817,0.714,18,-0.049999999999999996,0.5,1
pretending everything s fine while being eaten alive,0.78,0.848,0.729,0.854,0.858,0.884,0.675,8,0.25833333333333336,0.45,1
feeling there is something so incredibly wrong w me bc i was the one that was supposed to always be happy smiling,0.513,0.591,0.508,0.634,0.541,0.615,0.629,22,0.15000000000000002,0.95,1
postpartum,0.961,0.883,0.862,0.877,0.919,0.736,0.743,1,0.0,0.0,1
all encompassing devoid of colour and very draining,0.64,0.309,0.534,0.33,0.53,0.496,0.794,8,0.05,0.25,1
tweets 1 reason why we can not stop talking abt esp after has ended,0.757,0.813,0.705,0.681,0.822,0.782,0.681,14,0.0,0.0,1
dark clouds that come around weekly settle on my head but also something i can manage w intentional self care,0.613,0.707,0.767,0.654,0.613,0.687,0.57,20,-0.15,0.4,1
having mental talks with myself everyday to get through my tasks counting down to bedtime all day,0.741,0.935,0.694,0.62,0.632,0.615,0.736,17,-0.15185185185185188,0.362962962962963,1
being more quiet that usual bc i spend the day thinking about how empty i feel,0.612,0.616,0.773,0.611,0.677,0.667,0.76,16,0.0375,0.3958333333333333,1
the time i had the flu but thought the exhaustion was only my,0.668,0.809,0.696,0.759,0.639,0.697,0.654,13,0.0,1.0,1
feeling oh so blobfish,0.637,0.52,0.627,0.571,0.504,0.571,0.838,4,0.0,0.0,1
wanting to be alone so no one sees what i really feel like but needing comfort and support at the same time,0.531,0.678,0.666,0.758,0.482,0.672,0.465,22,0.1,0.1625,1
a wide smile cut short because my mind decided to trigger a negative thought while am,0.503,0.645,0.486,0.652,0.532,0.62,0.666,16,-0.025,0.30000000000000004,1
thinking everyone else knows something about you but you are not in on it so you second guess every choice,0.522,0.785,0.657,0.698,0.671,0.707,0.68,20,0.0,0.0,1
asking my b f but like how do you derive happiness if you are not impressing people and him being like wut,0.644,0.782,0.669,0.89,0.683,0.643,0.716,22,0.7,0.2,1
extra bathroom trips so no one see the trips i can not control,0.699,0.746,0.792,0.686,0.62,0.72,0.722,13,0.0,0.1,1
how i slept 16 hours straight two weekends ago and 18 hours from friday night to saturday mid day this last weekend,0.898,0.844,0.813,0.783,0.823,0.754,0.837,22,0.06666666666666667,0.15555555555555556,1
good days or days i do not want to get out of bed recovery is not pretty,0.57,0.605,0.564,0.62,0.487,0.601,0.534,17,0.2875,0.8,1
worrying that my closest friends hate me and feeling guilty about needing their validation,0.337,0.66,0.565,0.537,0.407,0.434,0.631,14,-0.65,0.95,1
am not strong enough to cry,0.65,0.552,0.519,0.606,0.484,0.716,0.611,6,-0.10833333333333332,0.6166666666666667,1
fights the stigma that depression looks one way,0.586,0.693,0.669,0.719,0.548,0.609,0.677,8,0.0,0.0,1
nothing because you cant tell i have depression because i dont go outside unless necessary and sleep all day,0.594,0.732,0.628,0.665,0.438,0.614,0.619,19,0.0,0.525,1
nothing because really depressed people dont use twitter and talk about depression like rule one of depression club,0.525,0.829,0.761,0.699,0.663,0.595,0.77,18,0.2,0.2,1
not whatever attention whores on twitter portray it as these angry tweets are my only activity for today,0.525,0.734,0.732,0.657,0.642,0.667,0.742,18,-0.25,1.0,1
reading all the tweets and it makes me realize just how many ppl are going through the same thing enormous problem,0.671,0.84,0.82,0.675,0.665,0.631,0.818,21,0.16666666666666666,0.5083333333333333,1
still keeping a smile giving advice even when the venting session was about me but you reverted it back to yourself,0.601,0.905,0.721,0.777,0.794,0.743,0.587,21,0.15,0.05,1
ignoring the people that truly care for me because i can not wrap my head around someone actually being there,0.354,0.667,0.514,0.601,0.556,0.527,0.567,20,0.0,0.1,1
stop looking at me leave me alone,0.475,0.513,0.481,0.487,0.603,0.659,0.676,7,0.0,0.0,1
dissociation apathy impulse behaviour and recklessness please do not judge me based on my illness,0.546,0.612,0.649,0.66,0.586,0.654,0.649,15,0.0,0.0,1
not being socially functional so much so that people think you are antisocial but you cannot convince them otherwise,0.449,0.59,0.703,0.732,0.574,0.675,0.451,19,0.11666666666666667,0.13333333333333333,1
panic anxiety attacks late at night feeling completely numb and emotionless wanting to die 24 7,0.547,0.6,0.509,0.534,0.547,0.528,0.802,16,-0.44999999999999996,0.8,1
mindlessly zoning out staying in bed at home all day feeling hopeless not finding any joy in things i like to do,0.563,0.687,0.506,0.663,0.362,0.584,0.753,22,0.30000000000000004,0.55,1
not seeing any meaning in goals i had set for myself believing that will never change and that no one truly cares,0.543,0.67,0.44,0.494,0.588,0.541,0.617,22,0.0,0.0,1
opening the fridge to no food,0.848,0.717,0.675,0.72,0.721,0.804,0.741,6,0.0,0.0,1
slowly neglecting all of my passions until i do nothing all day because i have lost the drive to do anything for me,0.427,0.634,0.534,0.567,0.515,0.438,0.686,23,-0.30000000000000004,0.39999999999999997,1
idk,0.859,0.696,0.774,0.852,0.911,0.755,0.743,1,0.0,0.0,1
why do not you just be happy,0.646,0.761,0.666,0.751,0.753,0.804,0.734,7,0.8,1.0,1
my son s piece on his blog that speaks to many about their depression,0.705,0.848,0.827,0.831,0.685,0.648,0.827,14,0.5,0.5,1
staying off twitter because this hashtag is depressing,0.394,0.617,0.502,0.491,0.476,0.575,0.586,8,-0.6,0.9,1
you will not understand so will just say am fine,0.51,0.565,0.571,0.497,0.66,0.754,0.494,10,0.4166666666666667,0.5,1
i can not do anything right,0.567,0.397,0.471,0.458,0.377,0.562,0.576,6,0.2857142857142857,0.5357142857142857,1
clutter building up in my home that i can not muster the will to fix,0.591,0.631,0.641,0.514,0.495,0.591,0.556,15,0.0,0.0,1
a messy environment because i do not have the energy to clean,0.566,0.539,0.666,0.487,0.515,0.622,0.62,12,0.08333333333333334,0.55,1
cutting all my friends off cuz do they really even care am worthless why would they,0.419,0.658,0.554,0.481,0.563,0.513,0.733,16,-0.39999999999999997,0.6666666666666666,1
an empty chair at the dinner table because i have not seen my little girl in a year and a half,0.608,0.755,0.699,0.66,0.717,0.451,0.916,21,-0.15138888888888888,0.3888888888888889,1
constantly striving for success but feeling absolutely helpless with anything i do,0.599,0.596,0.458,0.514,0.473,0.563,0.554,12,0.16666666666666666,0.41111111111111115,1
my feeling sad about the prospects for my life wanting to just die but killing self is selfish,0.556,0.741,0.656,0.62,0.526,0.496,0.713,18,-0.5,1.0,1
rhymed scheme and story telling hoping and praying that someone will hear my cries someone anyone,0.616,0.827,0.686,0.633,0.672,0.712,0.696,16,0.0,0.0,1
can you relate,0.815,0.774,0.814,0.941,0.908,0.683,0.664,3,0.0,0.0,1
people throw light on mental disorders pulse headlines pulse hea,0.801,0.854,0.731,0.677,0.678,0.766,0.847,10,0.15000000000000002,0.44999999999999996,1
constantly hiding a struggle behind a facade of jokes and distractions in fear of being overbearing and losing others,0.505,0.617,0.544,0.598,0.536,0.651,0.583,19,-0.2,0.5166666666666666,1
nothing you had never know,0.711,0.594,0.505,0.5,0.762,0.637,0.593,5,0.0,0.0,1
finally feeling happy but then crashing back down so i have to start all over again,0.692,0.688,0.479,0.583,0.61,0.583,0.505,16,0.16111111111111112,0.5722222222222222,1
normal life because the mask i wear is a good one,0.706,0.707,0.74,0.806,0.823,0.7,0.549,11,0.425,0.625,1
isolating myself then getting upset over being lonely constantly feeling like am annoying or a burden to everyone,0.36,0.525,0.572,0.462,0.336,0.417,0.656,18,-0.3,0.6444444444444444,1
a big smile that i wear everyday to hide the sad thoughts inside my head,0.621,0.733,0.659,0.729,0.695,0.719,0.602,15,-0.1,0.45,1
invisible its there but nobody can see,0.587,0.493,0.596,0.432,0.558,0.709,0.681,7,0.0,0.0,1
a volcano erupting every few minutes i have low moods feel greatly misunderstood,0.596,0.629,0.588,0.616,0.588,0.612,0.852,13,0.20000000000000004,0.3833333333333333,1
the inability to step out of my head and communicate with the outside world,0.59,0.603,0.62,0.563,0.604,0.736,0.604,14,0.0,0.05,1
remaining hungry because it takes too much energy to eat make food,0.603,0.724,0.715,0.735,0.636,0.552,0.691,12,0.2,0.2,1
non existent no longer a fight no longer a struggle i beat depression i am free,0.665,0.654,0.653,0.616,0.806,0.802,0.758,16,0.4,0.8,1
being called lazy and a procrastinator when i genuinely cant get stuff done,0.507,0.493,0.688,0.501,0.496,0.578,0.73,13,0.07500000000000001,0.75,1
a case of the mondays always lurking waiting to sneak up on me the minute i let my guard down,0.604,0.78,0.587,0.579,0.536,0.699,0.699,20,-0.15555555555555559,0.2888888888888889,1
nothing is wrong,0.725,0.629,0.571,0.556,0.853,0.664,0.507,3,-0.5,0.9,1
long sleeves in the summer time people staring at my arms and wondering if it is contagious,0.76,0.763,0.825,0.802,0.767,0.86,0.878,17,-0.05,0.4,1
how are you depressed you get everything you want,0.596,0.67,0.725,0.666,0.521,0.615,0.725,9,0.0,0.0,1
me feeling too hopeless to try harder but not looking bad enough for anyone to think anything s wrong,0.442,0.635,0.579,0.587,0.395,0.676,0.414,19,-0.32499999999999996,0.5166666666666666,1
everyone telling me to get my act together and am being too lazy when have already been over it all with myself,0.459,0.617,0.533,0.493,0.527,0.541,0.659,22,-0.25,1.0,1
my hr department telling me that ppl like me are ticking time bombs of violence,0.767,0.885,0.771,0.763,0.638,0.623,0.795,15,0.0,0.0,1
